JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2453325.664,10.61,0.006,,V,ZRE,,891,,,ERR: 0.006,,,V,,,,LX CYG,,STD,,,,
2453329.407,10.6,,,Vis.,HHU,,97,109,ER040110,,,,V,,,,LX CYG,,STD,,,,
2453334.2,10.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453334.2,10.4,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453346.4,10.7,,,Vis.,BIC,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453348.3,10.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453349.2,10.4,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453353.282,10.1,,,Vis.,HHU,,97,109,ER040110,,,,V,,,,LX CYG,,STD,,,,
2453354.497,9.81,0.004,,V,ZRE,,891,,,ERR: 0.004,,,V,,,,LX CYG,,STD,,,,
2453358.3,10.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453359.4,10.5,,,Vis.,BIC,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453360.2,10.4,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453361.2,10.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453373.2,10.4,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453373.3,10.7,,,Vis.,BIC,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453378.2,10.4,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453379.3,10.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453385.3,10.4,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453386.2,10.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453397.3,10.7,,,Vis.,BIC,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453398.2,10.6,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453403.2,10.5,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453427.3,10.7,,,Vis.,MRX,,97/108,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453434.3,10.7,,,Vis.,MRX,,97/108,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453443.3,10.9,,,Vis.,MRX,,108/111,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453450.3,11.1,,,Vis.,MRX,,108/111,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453470.801,10.73,0.011,,V,ZRE,,11858,,,ERR: 0.011,,,V,,,,LX CYG,,STD,,,,
2453502.573,12,,,Vis.,HHU,,116,123,ER040110,,,,V,,,,LX CYG,,STD,,,,
2453514.4,12.4,,,Vis.,KTZ,M,123,,SE2004,MOON:,,,V,,,,LX CYG,,STD,,,,
2453518.5,12.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453519.5,12.4,,,Vis.,KTZ,,123,126,SE2004,,,,V,,,,LX CYG,,STD,,,,
2453521.554,12.1,,,Vis.,HHU,,116,123,ER040110,,,,V,,,,LX CYG,,STD,,,,
2453524.5,11.3,,,N/A,TRF,,109,116,CHART F,FOTOVISUAL,,,V,,,,LX CYG,,STD,,,,
2453528.947,11.77,0.03,,V,NCH,,116,127,E,ERR: .03,,,V,,,,LX CYG,,STD,,,,
2453531.465,12.5,,,Vis.,HHU,,123,127,ER040110,,,,V,,,,LX CYG,,STD,,,,
2453534.5,12.7,,,Vis.,BIC,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453536.5,12.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453538.889,11.85,,,V,NCH,,109,116,E,,,,V,,,,LX CYG,,STD,,,,
2453544.5,12.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453549.5,11.2,,,N/A,TRF,,109,116,CHART F,FOTOVISUAL,,,V,,,,LX CYG,,STD,,,,
2453553.91,12.1,0.03,,V,NCH,,123,127,E,ERR: .03,,,V,,,,LX CYG,,STD,,,,
2453557.4,11.95,0.02,,V,TRF,,123,,CHART F,ERR: 0.02,,,V,,,,LX CYG,,STD,,,,
2453557.5,12.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453558.715,11.91,0.01,,V,GKA,,144,127,40110,ERR: .01,,,V,,,,LX CYG,,STD,,,,
2453561.5,13,,,Vis.,BIC,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453571.433,12.3,,,N/A,NUD03,,,,,,,,V,,,,LX CYG,,STD,,,,
2453574.44,12.31,,,V,NUD02,,123,,SF040110,,,,V,,,,LX CYG,,STD,,,,
2453579.487,12.42,,,V,NUD02,,123,144,SF040110,,,,V,,,,LX CYG,,STD,,,,
2453579.5,11.5,,,N/A,TRF,,116,109,CHART F,FOTOVISUAL,,,V,,,,LX CYG,,STD,,,,
2453582.5,13.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453584.4,13,,,Vis.,KTZ,,127,,SE2004,,,,V,,,,LX CYG,,STD,,,,
2453586.422,13.2,,,Vis.,HHU,,127,134,FR040110,,,,V,,,,LX CYG,,STD,,,,
2453586.878,12.1,,,V,JM,,116,123,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2453588.87,11.77,,,V,HBB,,123,135,2004F,ERROR=.004,,,V,,,,LX CYG,,STD,,,,
2453590.4,13.2,,,Vis.,BIC,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453592.4,12.54,0.02,,V,TRF,,123,135,CHART F,ERR: 0.02,,,V,,,,LX CYG,,STD,,,,
2453598.5,13.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453599.449,12.68,,,V,NUD02,,123,144,SF040110,,,,V,,,,LX CYG,,STD,,,,
2453599.694,12.46,0.007,,V,GKA,,144,127,40110,ERR: .007,,,V,,,,LX CYG,,STD,,,,
2453604.4,<13.3,,,Vis.,BIC,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453605.644,12.35,0.013,,V,ZRE,,11858,,,ERR: 0.013,,,V,,,,LX CYG,,STD,,,,
2453607.702,12.49,0.01,,V,GKA,,144,127,40110,ERR: .01,,,V,,,,LX CYG,,STD,,,,
2453610.5,13.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453611.514,13.6,,,Vis.,HHU,,132,140,FR040110,,,,V,,,,LX CYG,,STD,,,,
2453611.652,12.5,,,V,NCH,,,,,,,,V,,,,LX CYG,,STD,,,,
2453611.966,12.2,,,V,JM,,109,123,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2453614.4,13.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453616.5,13.8,,,Vis.,KTZ,,135,140,SE2004,,,,V,,,,LX CYG,,STD,,,,
2453619.5,13.8,,,Vis.,KTZ,,135,140,SE2004,,,,V,,,,LX CYG,,STD,,,,
2453621.3,12.738,,,V,TRF,,,,,,,,V,,,,LX CYG,,STD,,,,
2453622.4,13.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453623.5,13.8,,,Vis.,KTZ,,135,140,SE2004,,,,V,,,,LX CYG,,STD,,,,
2453625.899,12,,,V,JM,,,,,,,,V,,,,LX CYG,,STD,,,,
2453628.712,13.06,,,V,GKA,,,,,,,,V,,,,LX CYG,,STD,,,,
2453631.349,12.21,,,V,CUA,K,,,,,,,V,,,,LX CYG,,STD,,,,
2453631.35,12.21,,,V,CXR,K,,,,,,,V,,,,LX CYG,,STD,,,,
2453635.31,13.1,,,Vis.,HHU,,,,,,,,V,,,,LX CYG,,STD,,,,
2453636.4,13.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453641.865,12.4,,,V,JM,,,,,,,,V,,,,LX CYG,,STD,,,,
2453647.451,13.8,,,Vis.,HHU,,135,140,FR040110,,,,V,,,,LX CYG,,STD,,,,
2453647.5,14.2,,,Vis.,SHS,,141,138,PE1970,,,,V,,,,LX CYG,,STD,,,,
2453649.3,12.7,,,V,NFD,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453652.4,12.73,0.01,,V,TRF,,123,,CHART F,ERR: 0.01,,,V,,,,LX CYG,,STD,,,,
2453654.4,13.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453655.844,12.6,,,V,JM,,123,127,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2453659.566,12.33,0.01,,V,GKA,,127,109,40110,ERR: .01,,,V,,,,LX CYG,,STD,,,,
2453660.3,12.9,,,V,NFD,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453670.3,13.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453670.796,13.3,,,V,JM,,131,135,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2453671.3,12.59,0.003,,V,TRF,,123,,CHART F,ERR: 0.003,,,V,,,,LX CYG,,STD,,,,
2453676.33,13.7,,,Vis.,HHU,,131,140,E040110,,,,V,,,,LX CYG,,STD,,,,
2453677.599,13.3,,,Vis.,KMA,,127,135,40110,,,,V,,,,LX CYG,,STD,,,,
2453677.657,12.22,0.01,,V,GKA,,127,109,40110,ERR: .01,,,V,,,,LX CYG,,STD,,,,
2453679.4,13.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453679.763,12.2,,,V,JM,,116,123,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2453682.59,12.08,0.012,,V,ZRE,,11858,,,ERR: 0.012,,,V,,,,LX CYG,,STD,,,,
2453684.3,13.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453688.714,12.2,,,V,JM,,116,123,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2453692.629,13.5,,,Vis.,SRB,Z,135,127,40110,BARELY SPLIT DOUBLE,,,V,,,,LX CYG,,STD,,,,
2453694.528,11.84,0.012,,V,ZRE,,11858,,,ERR: 0.012,,,V,,,,LX CYG,,STD,,,,
2453694.573,13,,,Vis.,KMA,,127,135,40110,,,,V,,,,LX CYG,,STD,,,,
2453694.604,12.1,0.01,,V,GKA,,127,109,40110,ERR: .01,,,V,,,,LX CYG,,STD,,,,
2453696.687,12,,,V,JM,,116,123,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2453702.638,13.2,,,Vis.,SRB,,131,135,40110,,,,V,,,,LX CYG,,STD,,,,
2453704.3,13.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453706.2,12.12,0.01,,V,TRF,,123,,CHART F,ERR: 0.01,,,V,,,,LX CYG,,STD,,,,
2453706.3,12.3,,,V,NFD,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453707.684,11.8,,,V,JM,,116,123,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2453715.675,11.5,,,V,JM,,109,120,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2453724.3,13,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453730.3,11.9,,,Vis.,BIC,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453756.2,12.9,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453836.6,10.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453852.5,10.5,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453852.873,10.4,,,Vis.,KMA,,95,102,40110,,,,V,,,,LX CYG,,STD,,,,
2453853.854,10.4,,,Vis.,KMA,,102,109,40110,,,,V,,,,LX CYG,,STD,,,,
2453855.614,10.5,,,Vis.,FMR,,100,107,P E 97,,,,V,,,,LX CYG,,STD,,,,
2453865.821,10.4,,,Vis.,KMA,,102,109,40110,,,,V,,,,LX CYG,,STD,,,,
2453879.5,10.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453884.942,9.9,,,V,JM,,95,109,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2453888.5,10.5,,,Vis.,KTZ,,108,,PE1997,,,,V,,,,LX CYG,,STD,,,,
2453890.4,10.4,,,Vis.,KTZ,,108,,SE2004,,,,V,,,,LX CYG,,STD,,,,
2453891.525,10.3,,,Vis.,FMR,,100,107,P E 97,,,,V,,,,LX CYG,,STD,,,,
2453892.833,10.3,,,Vis.,KMA,,102,109,40110,,,,V,,,,LX CYG,,STD,,,,
2453894.5,10.7,0,,Vis.,CMG,,,,,,,0,V,,,,LX CYG,KNVWS,STD,,,,
2453894.5,10.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453895.5,11,,,Vis.,BIC,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453898.78,10.4,,,Vis.,KMA,,102,109,40110,,,,V,,,,LX CYG,,STD,,,,
2453903.4,10.4,,,Vis.,KTZ,,108,,SE2004,,,,V,,,,LX CYG,,STD,,,,
2453910.472,10.6,0,,Vis.,FMR,,100,107,P E 97,,,0,V,,,,LX CYG,,STD,,,,
2453910.802,10.6,,,Vis.,KMA,,102,109,40110,,,,V,,,,LX CYG,,STD,,,,
2453917.483,10.5,,,Vis.,HHU,,97,109,E040110,,,,V,,,,LX CYG,,STD,,,,
2453919.4,10.6,,,Vis.,KTZ,,108,,SE2004,,,,V,,,,LX CYG,,STD,,,,
2453919.447,10.5,0,,Vis.,FMR,,100,107,P E 97,,,0,V,,,,LX CYG,,STD,,,,
2453919.5,10.186,0.006,,V,TRF,,10940,,CHART F2,Err: 0.006,,0,V,,,,LX CYG,,STD,,,,
2453919.5,10.186,0.006,,V,TRF,,10940,,CHART F2,Err: 0.006,,,V,,,,LX CYG,,STD,,,,
2453920.5,10.7,,,Vis.,BIC,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453921.704,10.4,0,,Vis.,KMA,,102,109,40110,,,0,V,,,,LX CYG,,STD,,,,
2453933.43,10.233,0.002,,V,TRF,,1094,,CHART F,Err: 0.002,,,V,,,,LX CYG,,STD,,,,
2453934.6,10.6,,,Vis.,MOI,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453935.683,10.7,0,,Vis.,KMA,,102,109,40110,,,0,V,,,,LX CYG,,STD,,,,
2453939.563,10.1,,,Vis.,FMR,,100,107,P E 97,,,,V,,,,LX CYG,,STD,,,,
2453940.77,10.2,0,,V,JM,,95,109,SEF0401,,,0,V,,,,LX CYG,,STD,,,,
2453943.4,10.27,0.01,,Vis.,TRF,,10.94,,chart f 20,,0,1.1,V,,,,LX CYG,,STD,,,,
2453947.679,10.6,,,Vis.,KRB,,,,,,,,V,,,,LX CYG,,STD,,,,
2453949.5,10.6,,,Vis.,BIC,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453949.555,10.3,,,Vis.,FMR,,100,107,P E 97,,,,V,,,,LX CYG,,STD,,,,
2453950.4,10.9,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453951.855,10.5,,,Vis.,KMA,,102,109,40110,,,,V,,,,LX CYG,,STD,,,,
2453952.6,10.1,,,Vis.,JLR,,97,102,B,,,,V,,,,LX CYG,,STD,,,,
2453965.5,11,,,Vis.,KTZ,,111,,SE2004,,,,V,,,,LX CYG,,STD,,,,
2453966.38,10.36,0.01,,Vis.,TRF,,10.94,,chart f 20,,0,1.1,V,,,,LX CYG,,STD,,,,
2453966.5,10.8,,,Vis.,BIC,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453968.713,10.29,0.004,,V,GKA,,109,,40110,Err: .004,,,V,,,,LX CYG,,STD,,,,
2453969.4,10.9,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453969.5,11.3,,,Vis.,KTZ,,112,,SE2004,,,,V,,,,LX CYG,,STD,,,,
2453969.6,10.5,,,Vis.,JLR,,,,,,,,V,,,,LX CYG,,STD,,,,
2453971.708,10.6,,,Vis.,SRB,OS,,,,,,,V,,,,LX CYG,,STD,,,,
2453972.51,10.6,,,Vis.,FMR,,100,107,P E 97,,,,V,,,,LX CYG,,STD,,,,
2453974.5,11.3,,,Vis.,KTZ,,112,117,SE2004,,,,V,,,,LX CYG,,STD,,,,
2453977.831,10.5,,,Vis.,KMA,,,,,,,,V,,,,LX CYG,,STD,,,,
2453977.945,10.2,,,V,JM,,95,109,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2453983.4,10.9,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453990.918,10.3,,,V,JM,,95,109,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2453991.3,11.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453993.621,10.2,,,Vis.,SDI,,95,109,2154+47A,20,,,V,,,,LX CYG,,STD,,,,
2453995.524,10.9,,,Vis.,KMA,,102,109,40110,,0,,V,,,,LX CYG,,STD,,,,
2453998.4,11,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453998.891,10.3,,,V,JM,,90,109,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2453999.33,10.57,0.01,,V,TRF,,10.94,,chart f 20,,0,1.04,V,,,,LX CYG,,STD,,,,
2454001.5,11.4,,,Vis.,KTZ,,112,123,SE2004,,,,V,,,,LX CYG,,STD,,,,
2454008.867,10.7,,,V,JM,,95,109,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2454009.4,11.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2454010.712,10.7,,,Vis.,KMA,,102,109,40110,,0,,V,,,,LX CYG,,STD,,,,
2454019.3,10.792,0.004,,V,TRF,,10.94,,f 2004 040,,0,1,V,,,,LX CYG,,STD,,,,
2454023.647,11,,,Vis.,KMA,,102,109,40110,,0,,V,,,,LX CYG,,STD,,,,
2454025.4,11.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2454033.4,11.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2454033.61,10.8,,,Vis.,POX,,108,111,1981,,,,V,,,,LX CYG,,STD,,,,
2454035.4,11.2,,,Vis.,MOI,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2454037.651,10.91,,,V,GKA,,109,,40110,Err: .004,,,V,,,,LX CYG,,STD,,,,
2454040.637,11.6,,,Vis.,KMA,,109,116,40110,,0,,V,,,,LX CYG,,STD,,,,
2454041.3,11.5,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2454043.3,11.086,0.005,,V,TRF,,10.94,,40110,,0,1,V,,,,LX CYG,,STD,,,,
2454053.792,11.1,,,V,JM,,109,116,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2454055.365,10.7,,,Vis.,HHU,,109,,E040110,,,,V,,,,LX CYG,,STD,,,,
2454063.3,11.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2454064.526,12,,,Vis.,KMA,,116,123,40110,,0,,V,,,,LX CYG,,STD,,,,
2454069.3,12,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2454073.743,11.2,,,V,JM,,109,116,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2454082.721,11.4,,,V,JM,,109,123,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2454089.3,11.1,,,Vis.,BIC,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2454111.3,12.6,,,Vis.,MOI,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2454124.3,13.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2454198.6,<13.2,,,TG,MEV,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2454212.5,12.9,,,TG,MEV,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2454212.6,13.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2454229.4,13.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2454240.5,14.1,,,Vis.,KTZ,,140,,SE2004,,,,V,,,,LX CYG,,STD,,,,
2454244.5,13.9,,,Vis.,KTZ,,135,,SE2004,,,,V,,,,LX CYG,,STD,,,,
2454264.818,13.5,,,Vis.,KMA,,131,135,40110,,0,,V,,,,LX CYG,,STD,,,,
2454276.814,13.9,,,Vis.,KMA,,140,,40110,,0,,V,,,,LX CYG,,STD,,,,
2454286.471,<13.7,,,Vis.,FMR,,13,7,P E 97,,0,,V,,,,LX CYG,,STD,,,,
2454289.4,12.59,0.01,,V,TRF,,12.309,,f 040110,,0,1.33,V,,,,LX CYG,,STD,,,,
2454289.5,<14.2,,,V,MEV,,NA,,NA,,,,V,,,,LX CYG,AFOEV,STD,,,,
2454297.5,13.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2454297.5,13.2,,,Vis.,KTZ,,135,,SE2004,,,,V,,,,LX CYG,,STD,,,,
2454302.6,12.1,,,V,MEV,,NA,,NA,,,,V,,,,LX CYG,AFOEV,STD,,,,
2454311.4,13,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2454316.5,13,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2454316.5,12.4,,,TG,MEV,,,,,,0,,V,,,,LX CYG,AFOEV,STD,,,,
2454317.4,12.3,0.01,,V,TRF,,12.309,,f 040110,,0,1.1,V,,,,LX CYG,,STD,,,,
2454321.648,13.1,,,Vis.,KMA,,127,135,40110,,0,,V,,,,LX CYG,,STD,,,,
2454325.45,12.9,,,Vis.,KTZ,,127,,SE2004,,0,,V,,,,LX CYG,,STD,,,,
2454328.4,13.2,,,Vis.,KTZ,,131,,SE2004,,0,,V,,,,LX CYG,,STD,,,,
2454330.974,12,,,V,JM,,116,123,SEF0401,,0,,V,,,,LX CYG,,STD,,,,
2454338.679,12.8,,,Vis.,KMA,,127,131,40110,,0,,V,,,,LX CYG,,STD,,,,
2454339.834,11.75,0.01,,V,EJF,,116,135,f,,0,1.297,V,,,,LX CYG,,STD,,,,
2454344.3,12.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2454344.781,12.3,,,Vis.,BWU,M,109,123,DR040110,,0,,V,,,,LX CYG,,STD,,,,
2454345.782,11.66,0.03,,V,MZK,,109,116,70825,,0,,V,,,,LX CYG,,STD,,,,
2454347.614,12.8,,,Vis.,KMA,,127,131,40110,,0,,V,,,,LX CYG,,STD,,,,
2454349.6,12.3,,,V,KVI,,,,999999,BRADFORD ROBOTIC TELESCOPE,0,,V,,,,LX CYG,,STD,,,,
2454357.3,12.133,0.004,,V,TRF,,12.309,,f 040110,,0,1.06,V,,,,LX CYG,,STD,,,,
2454359.458,12.6,,,Vis.,HHU,,123,127,SE040110,,,,V,,,,LX CYG,,STD,,,,
2454360.3,12.9,,,Vis.,KTZ,,127,,SE2004,,0,,V,,,,LX CYG,,STD,,,,
2454360.5,11.9,,,TG,MEV,,,,,,0,,V,,,,LX CYG,AFOEV,STD,,,,
2454360.73,13,,,Vis.,KMA,,124,127,40110,,0,,V,,,,LX CYG,,STD,,,,
2454365.4,12.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2454367.594,11.938,0.013,,V,AAM,,124,122,4329EL,,0,,Z,-3.879,-4.338,,LX CYG,,STD,0,,,
2454368.4,12.8,,,Vis.,MOI,,NA,,NA,,,,V,,,,LX CYG,AFOEV,STD,,,,
2454368.6,12.19,,,V,KVI,,,,999999,BRADFORD ROBOTIC TELESCOPE,0,,V,,,,LX CYG,,STD,,,,
2454369.928,11.6,,,V,JM,,112,116,SEF0401,,0,,V,,,,LX CYG,,STD,,,,
2454374.2,12.9,,,Vis.,KTZ,,127,,SE2004,,0,,V,,,,LX CYG,,STD,,,,
2454378.645,11.67,0.01,,V,GKA,,109,,40110,Err: .01,0,,V,,,,LX CYG,,STD,,,,
2454379.3,12.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2454379.392,12,,,Vis.,HHU,,116,123,SE040110,,,,V,,,,LX CYG,,STD,,,,
2454379.5,11.6,,,TG,MEV,,,,,,0,,V,,,,LX CYG,AFOEV,STD,,,,
2454380.66,12.5,,,Vis.,KMA,,124,127,40110,,0,,V,,,,LX CYG,,STD,,,,
2454381.673,11.58,0.005,,V,GKA,,109,,40110,Err: .005,0,,V,,,,LX CYG,,STD,,,,
2454382.873,11.4,,,V,JM,,109,116,SEF0401,,0,,V,,,,LX CYG,,STD,,,,
2454386.5,12.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2454387.3,11.685,0.002,,V,TRF,,12.309,,f 040110,,0,1.01,V,,,,LX CYG,,STD,,,,
2454387.413,12.2,,,Vis.,HHU,,116,123,SE040110,,,,V,,,,LX CYG,,STD,,,,
2454387.6,11.6,,,TG,MEV,,,,,,0,,V,,,,LX CYG,AFOEV,STD,,,,
2454387.644,11.52,0.03,,V,MZK,,116,97,70701,,0,,V,,,,LX CYG,,STD,,,,
2454392.635,12.1,,,Vis.,KMA,,116,123,40110,,0,,V,,,,LX CYG,,STD,,,,
2454392.851,11.2,,,V,JM,,109,116,SEF0401,,0,,V,,,,LX CYG,,STD,,,,
2454394.6,11.4,,,TG,MEV,,,,,,0,,V,,,,LX CYG,AFOEV,STD,,,,
2454394.635,12.1,,,Vis.,KMA,,116,123,40110,delete 392.6347 JD,0,,V,,,,LX CYG,,STD,,,,
2454395.582,11.27,0.005,,V,GKA,,109,,40110,Err: .005,0,,V,,,,LX CYG,,STD,,,,
2454402.839,11,,,V,JM,,109,116,SEF0401,,0,,V,,,,LX CYG,,STD,,,,
2454404.357,11.4,,,Vis.,HHU,,111,116,SE040110,,,,V,,,,LX CYG,,STD,,,,
2454404.579,11.9,,,Vis.,KMA,,116,123,40110,,0,,V,,,,LX CYG,,STD,,,,
2454407.3,11.043,0.004,,V,TRF,,123,,f 040110,,0,1.01,V,12.309,,,LX CYG,,STD,,,,
2454411.798,11,,,V,JM,,109,116,SEF0401,,0,,V,,,,LX CYG,,STD,,,,
2454416.542,10.58,0.03,,V,MZK,,116,112,71101,,0,,V,,,,LX CYG,,STD,,,,
2454420.4,10.7,,,TG,MEV,,,,,,0,,V,,,,LX CYG,,STD,,,,
2454422.31,11.2,,,Vis.,HHU,,109,116,SE040110,,,,V,,,,LX CYG,,STD,,,,
2454423.527,11,,,Vis.,KMA,,109,116,40110,,0,,V,,,,LX CYG,,STD,,,,
